Image_ID	True_Score	Predicted_Score
594146	5.409677505493164	5.333539962768555
790493	5.695652008056641	5.67384147644043
913967	6.138889312744141	6.060159206390381
203217	4.505617618560791	4.712945461273193
909627	5.480198383331299	5.840453147888184
398433	5.139174938201904	5.553803443908691
169347	5.4885711669921875	5.659820556640625
121122	5.064327239990234	5.131704807281494
636059	5.628787994384766	6.346198081970215
366813	5.016759872436523	5.1756181716918945
133724	5.550295829772949	5.597170829772949
527095	5.430656909942627	5.9842143058776855
32893	4.598540306091309	5.035606384277344
263750	4.5714287757873535	4.657923698425293
830119	5.605714321136475	5.97506046295166
472596	5.004673004150391	5.19924783706665
141754	4.889423370361328	4.9178314208984375
864244	5.806896686553955	6.217201232910156
468256	3.9282054901123047	3.9707295894622803
206310	5.2754716873168945	5.560729026794434
150729	6.276699066162109	6.394170761108398
306798	6.355102062225342	5.988138198852539
184072	5.433656692504883	5.293081283569336
627132	5.314606666564941	5.714138507843018
166736	5.259434223175049	5.529313087463379
534986	6.201298236846924	6.164216041564941
30076	4.538775444030762	4.365789413452148
453197	4.330246925354004	4.778484344482422
663423	5.027397155761719	5.1963677406311035
324072	5.82608699798584	6.0811686515808105
577639	5.770185947418213	6.1475043296813965
734852	6.178294658660889	6.561340808868408
311770	3.934579372406006	4.033129692077637
717607	5.538922309875488	4.637290000915527
40093	4.238095283508301	4.574056625366211
135124	4.346268653869629	4.517610549926758
797398	6.496855735778809	6.351142883300781
177384	6.003205299377441	5.98634147644043
625013	6.369048118591309	6.300192832946777
38346	4.726027488708496	5.107146739959717
103947	4.992063522338867	5.252405643463135
261154	4.333333492279053	4.4006266593933105
663914	6.969135761260986	6.954811096191406
105918	5.604477405548096	5.498305320739746
818634	4.699346542358398	4.8637800216674805
739580	4.800000190734863	5.052967071533203
379419	6.378460884094238	6.288907051086426
948104	6.994444847106934	6.319577693939209
854021	5.6075944900512695	5.894996643066406
952867	5.575540065765381	5.673872947692871
382712	6.104477405548096	5.592828273773193
570678	6.782352924346924	6.8839569091796875
362149	5.231527328491211	5.142787933349609
322855	4.55513334274292	4.801544189453125
251170	6.332060813903809	5.8938493728637695
12838	3.7878785133361816	4.367039203643799
118102	2.780730724334717	3.0882318019866943
117309	5.809248447418213	5.895709037780762
101922	5.252279758453369	5.630692481994629
751992	6.420731544494629	6.247218132019043
46548	6.170454978942871	5.6573638916015625
200826	5.5102033615112305	5.672043323516846
266104	5.955946922302246	5.863864898681641
278408	4.852813720703125	4.76959228515625
138515	4.4123711585998535	4.744682788848877
3791	2.804081439971924	4.016719818115234
597016	5.114503860473633	5.69603967666626
303314	6.721461296081543	6.127335548400879
358287	5.580086708068848	5.57125997543335
455644	5.804444313049316	5.492362976074219
610529	5.766871452331543	6.569272041320801
765794	4.827410697937012	4.994376182556152
4583	4.747292518615723	5.330689907073975
284008	4.441624641418457	4.426983833312988
60329	3.804877758026123	4.0489420890808105
167350	5.625532150268555	5.984892845153809
822434	4.598361015319824	4.3889055252075195
682408	5.454248428344727	5.575717926025391
503499	5.520467758178711	6.184688568115234
703119	5.294444561004639	4.9471435546875
335713	6.956666469573975	6.6916022300720215
845728	5.957943916320801	5.993734359741211
770094	6.745945930480957	6.499690055847168
504260	5.594339847564697	5.7339887619018555
174781	4.761421203613281	5.068010330200195
812787	4.9285712242126465	4.841889381408691
83481	5.023255825042725	5.352908134460449
320054	3.778280735015869	4.3837690353393555
633394	6.240601539611816	5.785765171051025
705240	5.453415870666504	6.096635341644287
218370	4.841529846191406	5.306058883666992
396673	6.195876598358154	5.793043613433838
485347	4.80927848815918	5.362125873565674
464901	6.576923370361328	6.576238632202148
65292	4.378276824951172	4.458940505981445
390966	6.635000228881836	6.505005836486816
472700	5.440758228302002	5.40095329284668
353934	3.8363635540008545	4.048436641693115
566707	5.19444465637207	5.3194379806518555
111844	4.952607154846191	4.2888946533203125
42287	4.227074146270752	3.8284478187561035
692936	5.105527877807617	5.2943196296691895
15890	6.4392523765563965	5.381004333496094
386340	6.253012180328369	6.3771071434021
654401	5.5824737548828125	5.951056480407715
27336	5.793478012084961	4.475348472595215
650645	5.1571431159973145	5.615916728973389
778598	4.511811256408691	4.783535480499268
804766	6.03030252456665	6.043797969818115
534807	6.100719451904297	6.304615020751953
268090	5.603550434112549	5.731268882751465
866476	5.144444465637207	5.487337589263916
58337	5.550200939178467	5.283019542694092
343801	5.4210524559021	5.53334379196167
808558	5.5751633644104	5.727285385131836
642903	5.292237281799316	4.86038875579834
17418	4.473214149475098	4.496289253234863
73841	3.9461076259613037	3.7251312732696533
2332	6.3274335861206055	5.7412919998168945
947569	6.178571701049805	6.227599143981934
288763	5.126262664794922	4.856080055236816
696414	5.13095235824585	5.271137714385986
773306	5.636363506317139	5.498627185821533
810201	5.184931755065918	5.346323013305664
358436	4.766055107116699	5.409153461456299
462066	4.601307392120361	5.3447065353393555
10765	5.396475791931152	5.2668561935424805
556074	5.918455123901367	5.667298316955566
2976	4.410256385803223	4.577279567718506
313252	5.123893737792969	4.797643661499023
365952	5.187919616699219	5.427773475646973
753032	6.036809921264648	5.973690509796143
771463	5.757575988769531	5.876084327697754
623231	6.1483049392700195	6.293067455291748
67034	5.930107593536377	5.447539329528809
810028	5.567567348480225	5.741491317749023
829904	5.565021991729736	5.0250020027160645
209605	4.122676849365234	4.536098480224609
584493	4.812121391296387	5.021997451782227
757247	5.229729652404785	5.4423418045043945
693249	5.052980422973633	5.9997878074646
319815	4.8313727378845215	5.1247148513793945
390325	5.087431907653809	5.3278093338012695
707468	4.903225898742676	4.966170787811279
375788	5.594736576080322	5.484950065612793
134541	6.803977012634277	5.990400314331055
9667	6.525509834289551	6.13662052154541
466836	6.146341323852539	5.993494987487793
842846	6.206704139709473	6.229151248931885
218841	6.509333610534668	5.903125286102295
226014	6.127049446105957	5.740664005279541
550979	5.398230075836182	5.683764457702637
81717	4.863874435424805	4.86048698425293
433043	4.935185432434082	5.634379863739014
351231	5.0	5.340720176696777
363265	6.198697090148926	5.7737345695495605
823906	5.393333435058594	5.331181049346924
57164	5.108333587646484	4.985813140869141
882151	5.300812721252441	5.20343017578125
418252	6.780611991882324	6.519517421722412
23067	4.6883721351623535	4.455414772033691
45008	5.792372703552246	5.271595478057861
349194	5.670391082763672	5.666762828826904
188261	5.064724922180176	5.560291290283203
267871	6.399015426635742	5.735907554626465
35643	4.101769924163818	4.188999176025391
270470	5.580986022949219	4.894991874694824
322002	5.981060028076172	5.766879081726074
223745	4.83390998840332	5.051415920257568
121870	5.4984130859375	5.690652847290039
950943	6.223880767822266	5.879026889801025
51074	6.0904765129089355	5.7264251708984375
254608	5.04938268661499	5.208340644836426
50623	5.707921028137207	5.432378768920898
145063	3.884735345840454	3.6171555519104004
257705	4.0729169845581055	3.6595733165740967
947070	5.401273727416992	5.751500129699707
486860	4.70059871673584	4.357967376708984
9620	5.439560890197754	5.2348408699035645
707353	5.4072160720825195	5.775364875793457
471128	5.493392467498779	5.572038650512695
153286	5.072580337524414	5.479286193847656
371102	4.616161823272705	4.703176498413086
627765	4.51898717880249	5.120124816894531
362033	6.082568645477295	6.399374961853027
346254	5.218935012817383	5.535095691680908
863129	4.642857074737549	5.0765275955200195
730077	4.706185340881348	4.728891372680664
633242	5.03125	4.999547004699707
706465	4.803150177001953	5.797088146209717
769478	4.5793657302856445	5.364351749420166
921876	6.434285640716553	6.022270679473877
296324	5.254416465759277	5.5715131759643555
313708	5.2574849128723145	5.600315093994141
957894	5.380000114440918	5.994221210479736
725536	4.460526466369629	4.6125383377075195
82862	5.195980072021484	5.570178031921387
557852	5.532786846160889	6.031357288360596
424389	5.543147087097168	5.261643409729004
874230	5.088435173034668	5.074690341949463
127886	4.223367691040039	4.975954532623291
448328	5.606322288513184	5.476986408233643
242137	5.985365867614746	5.528632640838623
1590	6.615385055541992	5.2587385177612305
35640	4.713234901428223	4.78019905090332
349690	6.590793132781982	6.483318328857422
616689	6.429577350616455	6.653803825378418
950088	5.089552402496338	5.001380920410156
761492	5.413580417633057	5.792643070220947
597259	4.987096786499023	5.169053077697754
276756	5.121495246887207	5.360757827758789
39883	3.315068483352661	3.8826756477355957
275310	4.531496047973633	4.855068206787109
304173	5.570446968078613	5.736525535583496
235137	4.5	4.893301010131836
741989	5.425000190734863	5.685667991638184
774228	6.0	5.767613887786865
463420	6.929729461669922	6.480976581573486
922571	4.705357074737549	5.384031772613525
432108	4.360215187072754	4.410152912139893
831347	4.124497890472412	4.957662582397461
9591	3.703296661376953	3.6423001289367676
396028	5.03819465637207	5.53657865524292
317536	5.770053386688232	5.332769393920898
17242	5.004630088806152	4.90905237197876
835874	6.110047817230225	5.895493030548096
677845	5.907801628112793	6.186995029449463
660877	5.57692289352417	5.524435043334961
482857	5.306249618530273	5.506431579589844
402147	4.7480621337890625	5.362896919250488
795552	6.142856597900391	6.2245564460754395
206565	6.032142639160156	6.118637561798096
664838	3.7121212482452393	4.821809768676758
422427	5.211111068725586	5.230014324188232
631686	5.652849197387695	5.659840106964111
576501	5.974193572998047	6.223618507385254
253014	5.593567848205566	5.4801506996154785
141876	5.454128265380859	5.392659664154053
529231	5.260869979858398	4.506261825561523
366078	6.673266887664795	5.494883060455322
129456	5.477611541748047	5.219295978546143
446005	4.714285850524902	5.087144374847412
74314	4.729241847991943	5.024661064147949
179388	4.8827362060546875	4.819350719451904
224254	4.772881507873535	4.574237823486328
426726	6.065934181213379	6.04400634765625
651921	6.086142539978027	5.522130012512207
664138	5.534246444702148	5.8128509521484375
141568	5.5985918045043945	5.719682693481445
696429	5.0833330154418945	5.504799842834473
851034	5.225433826446533	5.224393367767334
923054	4.206521511077881	4.957621097564697
157334	5.2265625	5.557003021240234
358753	4.464285850524902	5.1356706619262695
46122	5.168582439422607	4.948226451873779
607312	4.6823530197143555	4.69003963470459
516377	5.779221057891846	5.74451208114624
932296	5.068492889404297	5.286919116973877
730515	5.967391490936279	5.396556854248047
154053	5.074712753295898	5.546586036682129
886	4.554455757141113	4.522384166717529
636884	5.822580337524414	5.586751937866211
906409	5.291666507720947	5.798995018005371
780134	5.609649181365967	5.650415420532227
396383	6.070921897888184	6.088964462280273
501438	6.381216049194336	5.706083297729492
828202	5.2941179275512695	5.576724052429199
898276	5.690476417541504	5.723240852355957
242413	4.893773078918457	5.427081108093262
791811	5.9421491622924805	6.014945030212402
415339	5.634615421295166	5.880765914916992
158488	5.938628196716309	5.680322647094727
592899	4.957446575164795	5.099338531494141
357342	5.534999847412109	5.979047775268555
745444	4.467532634735107	4.989913463592529
476812	4.27570104598999	4.712471961975098
749479	5.771604537963867	6.057753086090088
50140	4.300429344177246	3.936660051345825
558356	5.931034088134766	5.760293006896973
83648	6.03636360168457	5.7435832023620605
132135	4.303921699523926	4.366995811462402
139290	6.552631855010986	6.514496326446533
2608	5.402654647827148	4.469657897949219
34863	5.635593414306641	5.059581279754639
640857	6.027027130126953	6.384647846221924
921774	4.380368232727051	4.617136001586914
666544	5.348039627075195	5.157293319702148
844915	5.6744184494018555	5.886815071105957
505023	5.336585521697998	5.6915740966796875
665029	4.356435775756836	4.980255126953125
896168	5.161290168762207	5.767573356628418
602906	5.774435997009277	5.637455940246582
211756	5.611814022064209	5.642902851104736
326272	5.528517246246338	5.6102399826049805
561914	6.147059440612793	6.154908657073975
938784	5.953703880310059	5.410167694091797
33584	6.952153205871582	6.419071197509766
242254	3.9300408363342285	4.356481552124023
37014	5.24271821975708	5.882486343383789
578654	6.076923370361328	5.864264965057373
5024	5.5	5.307816028594971
551030	6.023809909820557	6.063165664672852
401057	5.792452812194824	5.700206756591797
111447	5.5625	5.364802360534668
101511	6.0276923179626465	5.735825538635254
852858	6.140096664428711	6.038887977600098
321724	5.492822647094727	5.70579719543457
144372	6.023715972900391	5.806884765625
50278	6.7490339279174805	5.851162433624268
571906	5.623255729675293	5.788498401641846
85500	4.244681358337402	5.199862957000732
859474	5.285046577453613	5.1414031982421875
447960	5.582608699798584	5.268315315246582
433629	4.522613048553467	4.438741207122803
825914	4.739583492279053	5.108138084411621
9661	4.9195404052734375	5.499162197113037
131153	5.153024673461914	5.644777297973633
705401	5.441860198974609	5.804767608642578
24097	5.091743469238281	5.543035984039307
314497	6.562813758850098	5.963496208190918
596881	5.937798976898193	5.683154106140137
674180	4.45703125	4.875845432281494
817928	6.052238941192627	5.861107349395752
738260	5.131250381469727	5.510659694671631
133118	5.00355863571167	4.160000801086426
173893	4.13150691986084	4.594717979431152
842772	5.57575798034668	5.227508544921875
464116	5.012820720672607	4.921064376831055
411162	4.934782981872559	4.9110307693481445
653886	5.643678188323975	5.4880475997924805
111254	5.536585807800293	5.117423057556152
527566	6.1399993896484375	6.162010192871094
792166	6.817204475402832	6.6985368728637695
602649	4.25	4.563633441925049
545781	5.57692289352417	5.533247947692871
196296	5.906779766082764	5.770509243011475
354546	5.947735786437988	6.235095977783203
70649	5.727748394012451	5.994404315948486
151823	4.836857795715332	5.229091167449951
606554	5.816513538360596	5.73485803604126
631247	4.447761535644531	4.300032615661621
49091	5.796610355377197	5.4801483154296875
273021	5.275974273681641	5.457491874694824
197022	5.165975093841553	5.53033971786499
134548	5.2058820724487305	5.414814472198486
471971	5.301136493682861	5.2570366859436035
390387	5.187845230102539	5.044608116149902
814808	5.680000305175781	5.936827182769775
509463	4.603174686431885	4.924488544464111
251435	6.082524299621582	5.90071964263916
92098	5.0	5.4991135597229
120281	4.750769138336182	5.133182525634766
790697	6.371747970581055	6.32195520401001
848814	5.773809909820557	6.390501976013184
268070	5.409999847412109	5.0641937255859375
438735	5.520408630371094	5.559041976928711
30174	3.876106023788452	4.5384626388549805
319502	4.984251976013184	5.044333457946777
356655	5.216495037078857	5.117453575134277
505443	5.310924530029297	5.411095142364502
581894	5.6972975730896	5.5284810066223145
739668	5.236363410949707	5.906482219696045
275800	4.978798866271973	5.054078578948975
379112	5.781553745269775	5.812839508056641
733477	6.102941036224365	6.519623279571533
567753	6.246154308319092	6.231752872467041
287890	4.191489219665527	4.3731536865234375
95154	5.1228814125061035	5.2036004066467285
755171	6.42011833190918	6.568658828735352
725746	5.726114749908447	6.153143405914307
841836	3.957894802093506	4.816545009613037
847487	6.367567539215088	6.558911323547363
26417	4.215384483337402	4.731079578399658
402243	5.248147964477539	4.775998592376709
714927	5.509433746337891	5.999151229858398
828748	4.7974138259887695	5.281441688537598
322403	4.899224758148193	4.780881881713867
666824	5.349753379821777	5.232875347137451
47869	5.495495796203613	5.368911266326904
366014	4.826666831970215	5.54698371887207
418589	5.044444561004639	5.388293743133545
457533	5.990867614746094	6.1981730461120605
930397	6.183098316192627	6.465925216674805
788999	6.372093200683594	6.871091842651367
373987	4.150442123413086	4.5506744384765625
75553	5.445713996887207	5.414215564727783
754386	6.732758522033691	6.785158634185791
952013	6.11904764175415	5.456244945526123
285601	4.75602388381958	5.094610214233398
776936	4.876543045043945	5.359006881713867
290138	5.520737648010254	5.5404276847839355
235855	5.0360002517700195	5.27911376953125
351906	4.222222328186035	4.291933536529541
396604	5.8633880615234375	6.041298866271973
662150	5.251308917999268	5.592415809631348
568748	5.552511215209961	5.339715480804443
8501	5.682142734527588	5.460873603820801
150870	6.019323348999023	5.709023475646973
951716	4.711111068725586	4.583700180053711
146825	6.365854263305664	5.869441032409668
471364	5.788546085357666	6.078177452087402
719153	5.071038246154785	5.326472282409668
588995	4.237287998199463	3.989898204803467
122103	4.503378391265869	4.680765151977539
714883	6.111801624298096	5.938913822174072
769152	4.724359512329102	4.895472049713135
426422	6.352272033691406	6.3862714767456055
430481	6.439306259155273	5.913155555725098
682729	4.94339656829834	5.061740875244141
663781	5.687074661254883	5.656643867492676
348412	6.076530933380127	5.90744161605835
98311	4.821052551269531	4.689248561859131
168685	3.053497791290283	3.330364227294922
681616	5.995515823364258	6.262270927429199
196838	4.463235378265381	5.1528401374816895
802492	5.421768665313721	5.849638938903809
797093	6.943661689758301	6.295609951019287
562977	5.295454502105713	5.72604513168335
61018	5.381249904632568	5.195955753326416
818395	5.196078300476074	5.604544639587402
418435	5.439330101013184	5.195021629333496
40041	6.090322494506836	5.298564434051514
2723	5.381817817687988	5.402751445770264
685453	4.708133697509766	5.180398941040039
532507	5.381944179534912	5.919787406921387
142204	5.163120746612549	5.380118370056152
35370	4.857142925262451	5.286791801452637
7969	4.865385055541992	5.0099053382873535
958115	5.644627571105957	5.544861793518066
66200	4.488888740539551	4.223572731018066
897237	5.301255226135254	5.215569019317627
72758	4.958175182342529	4.802090167999268
575507	5.539216041564941	5.723487854003906
927066	4.974522590637207	5.269331932067871
35345	4.149253845214844	4.435981750488281
285603	5.779412269592285	5.393372535705566
93930	3.9256505966186523	4.216160774230957
118055	4.147541046142578	4.446961879730225
359097	5.445000171661377	5.425655364990234
627613	6.076595306396484	5.716197490692139
827208	4.901840686798096	5.157444477081299
892321	5.920635223388672	5.756997585296631
486303	5.208054065704346	5.796293258666992
3788	4.173387050628662	4.5933637619018555
927617	4.509174346923828	5.155655860900879
277095	5.693208694458008	5.7079973220825195
922353	5.25	5.729581832885742
600246	5.079710006713867	5.0417938232421875
743680	6.91034460067749	6.179989814758301
91000	4.611295700073242	5.048072338104248
6641	5.059040546417236	4.715842247009277
432247	5.152542591094971	5.126609802246094
261274	4.414096832275391	5.043681621551514
883635	4.837348937988281	4.993378162384033
445244	6.216326713562012	6.103964805603027
263870	4.766550540924072	4.417011260986328
498661	6.853658199310303	6.922762870788574
34997	6.192857265472412	6.132266044616699
450046	4.770833492279053	5.440611839294434
2587	6.321267127990723	5.655537128448486
481518	5.405555725097656	5.272494792938232
953672	6.304347991943359	5.211219310760498
265360	4.853210926055908	4.314897537231445
902805	5.017699241638184	5.248431205749512
841294	4.964999675750732	4.915652275085449
659194	5.874476909637451	5.673779010772705
659668	5.3289475440979	5.336385726928711
776687	5.0390625	5.129087448120117
652589	5.864583492279053	5.811062335968018
593121	5.597938537597656	5.5940141677856445
274585	5.247311592102051	5.595065116882324
804222	6.352941513061523	6.050903797149658
324893	5.231075763702393	5.490136623382568
841087	5.438775539398193	5.161933898925781
570381	5.073529243469238	5.035216331481934
323202	5.246376991271973	5.416799068450928
380075	5.373390197753906	5.296871662139893
658239	6.004000186920166	6.039409160614014
22683	6.162393093109131	5.649799346923828
559090	4.937269687652588	4.62077522277832
457530	5.9483866691589355	5.984151840209961
866950	6.889473915100098	6.726132869720459
687704	5.978142261505127	5.863478660583496
249025	4.5811967849731445	4.871352195739746
505033	5.724489688873291	5.5071330070495605
912150	5.358778953552246	5.952595233917236
884900	5.228346347808838	5.531792640686035
931736	4.400880813598633	4.391998291015625
120253	4.90220832824707	5.25747013092041
548048	4.689320087432861	4.63143253326416
949084	5.58992862701416	5.945797920227051
721274	4.9296875	4.939652919769287
693132	5.047368049621582	6.010060787200928
327664	5.886363506317139	5.350130081176758
847939	6.042056560516357	5.536345481872559
743735	5.666666507720947	6.132462501525879
381874	6.602339267730713	6.038002967834473
230909	4.0	4.26945686340332
313131	4.707207202911377	5.014772891998291
248880	4.69655179977417	5.22299337387085
365492	6.122516632080078	6.3123674392700195
186764	4.956080913543701	4.897822856903076
880254	6.439759254455566	6.8100080490112305
270925	5.609195232391357	5.510714054107666
930653	5.0163044929504395	5.378911972045898
599314	4.47183084487915	4.268445014953613
195707	5.117216110229492	4.674982070922852
782960	4.818604946136475	5.4810991287231445
309389	6.417085647583008	6.443593502044678
623739	5.8144330978393555	5.178055763244629
426745	5.356164455413818	5.368984222412109
523045	5.296089172363281	5.680215835571289
934685	5.904761791229248	5.734785556793213
47432	4.701834678649902	4.497264385223389
433466	5.519736289978027	5.731194019317627
592201	6.590909481048584	6.851560592651367
51516	3.739436626434326	3.599210262298584
309869	4.539535045623779	4.725709915161133
340748	6.913207530975342	6.214287281036377
356864	5.198953151702881	5.1680755615234375
791743	5.026548862457275	5.629080772399902
923654	5.32608699798584	6.133797645568848
60373	4.993788719177246	4.804797649383545
761161	5.628930568695068	5.966625213623047
923335	5.821428298950195	5.739721775054932
600832	5.074468612670898	5.000953674316406
6046	5.171521186828613	5.056573390960693
224976	4.454225540161133	4.187278747558594
309596	4.159999847412109	4.6065168380737305
236364	6.814159393310547	5.921593189239502
3815	4.162601470947266	5.051614761352539
184121	5.474576473236084	5.6160407066345215
413014	4.389140605926514	4.779515266418457
898795	5.764398097991943	5.350506782531738
475046	5.717948913574219	5.2396979331970215
559966	5.441860675811768	5.978163242340088
224255	7.105918884277344	6.8184003829956055
358541	6.376711845397949	6.51315450668335
10998	4.597345352172852	4.697181701660156
69943	5.019900321960449	5.5204548835754395
916263	5.906667232513428	6.167051792144775
306753	4.263736724853516	4.975436210632324
274897	5.208480358123779	4.678379058837891
912023	5.106557369232178	5.509072780609131
4731	5.981060981750488	5.672611236572266
593523	6.2093024253845215	6.049445152282715
690244	5.554054260253906	5.913731098175049
747137	5.716129302978516	6.024753093719482
103941	5.275093078613281	5.294268608093262
474538	5.564814567565918	5.459297180175781
427585	4.706140041351318	4.638619422912598
804980	4.994012355804443	5.993597030639648
857405	5.946308612823486	5.980589866638184
44087	5.507352828979492	5.513433456420898
216052	4.42049503326416	4.968550682067871
733172	3.6141302585601807	4.078019618988037
126877	3.330826997756958	3.907107353210449
949743	5.389162540435791	5.528079509735107
376439	5.396984577178955	5.511341094970703
19465	5.748879432678223	5.54488468170166
144803	4.583850860595703	4.810288429260254
548956	4.654450416564941	4.475429058074951
437680	4.983999729156494	5.552260875701904
948733	4.99315071105957	5.177392959594727
820961	6.367567539215088	6.1058502197265625
372504	4.879396915435791	5.121847152709961
132082	6.709039211273193	6.464127063751221
904787	3.886227607727051	4.398634910583496
753547	5.7311320304870605	5.940399646759033
280620	6.013986110687256	5.978360176086426
328373	5.698924541473389	5.729966163635254
164349	5.257692337036133	5.388103485107422
181773	5.812925338745117	6.212088584899902
353207	5.182142734527588	5.530277252197266
240560	5.331896781921387	5.533920764923096
947061	5.019230842590332	4.561593532562256
564239	6.192307949066162	6.350255966186523
855598	5.901734352111816	6.136837482452393
580926	4.644444465637207	4.818671226501465
18187	4.886956214904785	4.808658123016357
602416	5.511111259460449	6.46108341217041
115038	4.686274528503418	5.093020439147949
135053	5.801749229431152	5.4887375831604
57715	6.1865081787109375	5.953705310821533
727125	5.974522113800049	5.857290744781494
80404	5.382978439331055	5.211759567260742
4898	6.802371501922607	5.2960591316223145
828756	5.714876174926758	5.924090385437012
45870	6.054264068603516	5.7780561447143555
396784	4.822580814361572	5.1418304443359375
826398	6.067484378814697	6.008058547973633
179167	4.860841274261475	5.026022434234619
873328	6.063291072845459	5.978561878204346
86600	6.0625	6.105895042419434
369633	5.006472587585449	5.054148197174072
781789	4.2413787841796875	4.958617687225342
40033	4.316128730773926	4.493793487548828
446700	6.65490198135376	6.528156280517578
518671	6.081339359283447	5.962340831756592
198766	5.323943614959717	5.672407627105713
246443	4.675276756286621	4.777074813842773
419107	6.502008438110352	6.28420352935791
127641	5.722513198852539	5.193999290466309
289289	6.482071876525879	6.078245639801025
737623	4.845637798309326	5.10197639465332
300452	6.393664836883545	6.00597620010376
328740	6.095238208770752	5.799256324768066
557035	5.519824028015137	5.297439098358154
783850	6.419161796569824	6.388970375061035
484849	5.773195266723633	5.632652759552002
51207	5.759614944458008	6.17170524597168
310649	5.73469352722168	5.4930739402771
395038	5.799999713897705	5.688287258148193
878218	5.42767333984375	5.986597061157227
610372	4.843023300170898	4.6780171394348145
451571	5.438356399536133	6.272441864013672
258083	5.480132102966309	5.185927391052246
676434	5.669724941253662	5.412574291229248
126723	4.260714530944824	4.046331405639648
11428	3.87564754486084	4.1723222732543945
891768	5.729281902313232	5.781945705413818
332654	4.193236351013184	4.951359748840332
364708	5.3287672996521	5.151537895202637
120904	5.3208723068237305	5.364861965179443
463062	4.423529624938965	5.0453081130981445
377573	5.558139801025391	5.599595069885254
148954	4.36651611328125	4.440725803375244
851108	5.670886516571045	5.739937782287598
474049	4.950450420379639	4.410621643066406
849811	5.970731258392334	6.319042205810547
931139	5.486486434936523	5.650257587432861
516741	5.933628082275391	6.344941139221191
504529	5.804545879364014	5.599361419677734
316603	5.458536148071289	5.351564884185791
204491	5.659292221069336	5.466350555419922
50235	4.004328727722168	4.422317981719971
502646	6.061798095703125	6.0995917320251465
751673	4.950310230255127	5.263665199279785
471000	4.5789475440979	4.724928855895996
346092	5.695652008056641	4.991523265838623
440245	6.077981472015381	6.381012916564941
896121	5.8021392822265625	5.561705112457275
328888	6.134328365325928	6.296160697937012
725555	5.9452056884765625	6.246737480163574
321476	6.854014873504639	6.415951728820801
188053	5.485714435577393	5.626245498657227
470467	5.839779376983643	5.593683242797852
425658	6.916666507720947	6.606709003448486
298275	5.708446979522705	5.519458293914795
132403	4.661835670471191	4.633127212524414
914086	6.277486801147461	6.171734809875488
445010	4.474575996398926	4.672585487365723
934222	5.870967864990234	5.822278022766113
904295	6.356724739074707	5.889945030212402
688817	6.312925338745117	6.226191520690918
106375	5.277778148651123	6.112697124481201
665489	5.319587707519531	5.367613792419434
321771	5.211339950561523	5.424134254455566
644556	5.4756760597229	5.4555206298828125
272350	6.511312484741211	6.546614646911621
65531	4.967508792877197	5.202136039733887
268294	5.978142261505127	5.7296857833862305
793822	5.8469390869140625	5.821340084075928
791810	5.433628082275391	5.22104549407959
132034	4.780303001403809	4.996925354003906
319633	5.228346824645996	5.603360176086426
640774	6.1891889572143555	6.220525741577148
185583	4.996586799621582	5.143061637878418
209662	5.620567321777344	5.4972686767578125
922271	6.366071701049805	6.322847366333008
897991	4.602409839630127	5.123888969421387
766251	3.8958330154418945	4.5062456130981445
723632	5.6399993896484375	5.877333641052246
3147	4.989436626434326	5.077251434326172
664738	6.248408317565918	6.058258533477783
512653	5.239999294281006	5.546148300170898
682942	5.625	6.052210807800293
679841	5.935065269470215	6.016079902648926
131300	4.528777122497559	4.620451927185059
6481	4.678832054138184	4.7768683433532715
284669	5.5724639892578125	5.637886047363281
821000	4.521052837371826	5.021668910980225
195587	5.704119682312012	5.475540637969971
753026	6.631250381469727	6.40836763381958
455948	4.2916669845581055	4.622589111328125
824657	4.590277671813965	4.860218524932861
850268	4.923566818237305	5.121692657470703
521174	5.597484588623047	5.3696160316467285
836823	4.428571701049805	4.602049827575684
704041	5.698113441467285	5.90431547164917
388355	6.295358657836914	6.299831390380859
264076	5.542662620544434	5.302358627319336
313163	5.246154308319092	5.303628444671631
